Timestamp,PID,COMMAND,MEM,PURG,CMPRS
1745253239.888814,Processes:,516,2,"running,",1
1745253239.88908,VM:,296T,5536M,framework,"vsize,"
1745253239.8891451,620,WindowServer,27:56:46,19,6
1745253239.889191,1212,Preview,04:48.02,4,2
1745253239.889236,51788,Electron,42:04.46,40,3
1745253239.8892748,3266,Telegram,17:20.42,40,5
1745253239.889314,1202,Google,0.0,07:04:47,51
1745253239.889353,55146,Code,(Plu,0.0,01:04.12
1745253239.8893912,1300,Google,He,0.0,09:37:25
1745253239.889427,839,mysqld,40:39.32,35,0
1745253239.889465,45735,Slack,(Re,0.0,60:14.92
1745253239.889499,81561,Code,(Plu,0.0,00:20.71
1745253239.889536,94462,Google,He,0.0,22:32.95
1745253239.88957,53534,Google,He,0.0,05:13.27
1745253239.889601,55063,Code,(Ren,0.0,03:08.38
1745253239.889653,47574,Spotify,67:17.10,84,1
1745253239.889717,1178,Stocks,79:10.28,8,4
1745253239.889763,47596,Spotify,(,0.0,33:19.78
1745253239.889803,95781,Google,He,0.0,37:12.23
1745253239.8898408,63313,Google,He,0.0,02:35.73
1745253239.889878,11890,Google,He,0.0,13:28.56
1745253239.889914,89637,Google,He,0.0,07:53.21
1745253239.8899488,71885,Google,He,0.0,07:28.38
1745253239.889984,52667,bluetoothd,02:16.75,4,3
1745253239.8900192,96131,Google,He,0.0,07:21.47
1745253239.8900511,85893,Google,He,0.0,05:35.91
1745253239.890081,48730,Google,He,0.0,04:13.78
1745253239.890114,71883,Google,He,0.0,07:52.51
1745253239.890147,2878,Google,He,0.0,01:04.35
1745253239.890181,51793,Code,(GPU,0.0,20:25.02
1745253239.890215,99351,zoom.us,02:29:18,46,3
1745253239.890253,55263,cpptools-srv,00:08.30,7,0
1745253239.8902888,17564,com.docker.backe,57:11.52,92,1
1745253239.890323,54700,Google,He,0.0,00:33.26
1745253239.8903549,85686,Google,He,0.0,01:40.45
1745253239.890391,91108,Google,He,0.0,01:31.75
1745253239.890429,59667,Google,He,0.0,08:52.51
1745253239.890462,95802,Google,He,0.0,03:09:27
1745253239.890495,22403,Google,He,0.0,05:14.91
1745253239.890526,1219,Finder,29:11.53,7,2
1745253239.890562,45729,Slack,21:39.74,52,2
1745253239.8905978,29699,Notes,19:53.81,6,2
1745253239.890631,15074,Google,He,0.0,02:46.41
1745253239.890665,1407,Google,He,0.0,00:36.08
1745253239.890696,1217,Dock,09:11.12,3,1
1745253239.890733,72011,Google,He,0.0,01:40.43
1745253239.890769,1301,Google,He,0.0,03:09:41
1745253239.890805,47583,Spotify,(,0.0,04:56.77
1745253239.890837,97238,Google,He,0.0,00:31.80
1745253239.890868,67562,Google,He,0.0,18:32.43
1745253239.890898,30337,Google,He,0.0,00:12.91
1745253239.89093,99371,com.apple.WebKit,02:33.95,2,1
1745253239.89096,10610,WhatsApp,10:51.82,16,3
1745253239.8909922,99372,com.apple.WebKit,03:34.65,2,1
1745253239.8910248,61188,Google,He,0.0,00:22.95
1745253239.891057,54002,Google,He,0.0,00:07.90
1745253239.89109,45733,Slack,(GP,0.0,03:53.01
1745253239.8911219,99370,com.apple.WebKit,01:00.77,2,1
1745253239.891152,60223,Google,He,0.0,00:59.20
1745253239.891184,85752,Google,He,0.0,01:44.56
1745253239.891217,990,fileproviderd,12:31:54,4,3
1745253239.891247,1423,Spotlight,04:40.86,6,3
1745253239.8912792,75530,Google,He,0.0,00:13.12
1745253239.8913121,21834,Google,He,0.0,02:51.48
1745253239.8913422,17579,Docker,0.0,14:07.78,44
1745253239.891376,51812,Code,0.0,05:52.91,19
1745253239.891409,79215,Google,He,0.0,00:08.74
1745253239.891435,12898,Google,He,0.0,00:56.64
1745253239.891459,579,mds,01:43:59,8,5
1745253239.89149,60245,Google,He,0.0,02:36.91
1745253239.891525,35804,Google,He,0.0,00:20.29
1745253239.891556,99385,com.apple.WebKit,00:45.84,2,1
1745253239.891582,60235,Google,He,0.0,00:48.63
1745253239.891608,72842,Google,He,0.0,00:29.22
1745253239.891634,680,syspolicyd,15:07.48,6,4
1745253239.89166,880,mds_stores,12:40:09,7,5
1745253239.891685,2776,Google,He,0.0,37:16.19
1745253239.89171,55164,cpptools,00:14.67,17,0
1745253239.891736,1051,ControlCenter,36:25.27,9,3
1745253239.8917608,26292,Google,He,0.0,00:28.58
1745253239.891786,51842,Code,0.0,19:19.65,25
1745253239.8918111,1111,NotificationCent,12:16.42,6,4
1745253239.891837,72843,Google,He,0.0,00:40.45
1745253239.891862,48778,Google,He,0.0,01:05.27
1745253239.8918872,731,suhelperd,00:05.59,2,1
1745253239.891972,84230,Google,He,0.0,00:01.06
1745253239.892017,12284,AppleSpell,00:30.03,2,1
1745253239.892052,99295,Google,He,0.0,00:45.58
1745253239.892086,91076,Google,He,0.0,00:00.10
1745253239.8921201,89639,Google,He,0.0,02:27.25
1745253239.892153,13346,Google,He,0.0,01:52.29
1745253239.8921869,89641,Google,He,0.0,02:52.97
1745253239.892221,624,loginwindow,22:31.14,5,2
1745253239.892271,86666,Google,He,0.0,00:00.96
1745253239.892322,48799,Google,He,0.0,00:39.61
1745253239.8923678,76638,assistantd,02:43.89,5,2
1745253239.892402,80698,Google,He,0.0,00:12.48
1745253239.892448,1214,Terminal,02:17.45,10,3
1745253239.892494,99373,ZoomClips,23:43.11,24,5
1745253239.892543,35800,Google,He,0.0,00:10.02
1745253239.892589,30350,Google,He,0.0,00:04.53
1745253239.8926349,1235,CursorUIViewServ,07:16.92,3,1
1745253239.892682,12897,Google,He,0.0,00:58.35
1745253239.892721,47585,Spotify,0.0,08:01.49,16
1745253239.8927622,54129,com.apple.appkit,00:15.59,4,2
1745253239.892791,75529,Google,He,0.0,00:13.97
1745253239.892821,1306,Google,He,0.0,04:59.92
1745253239.89285,1041,corespotlightd,08:33.73,3,1
1745253239.892878,55147,Code,0.0,00:05.57,21
1745253239.892907,786,wifianalyticsd,05:44.41,2,1
1745253239.892936,79321,Google,He,0.0,00:06.59
1745253239.8929658,1069,WindowManager,20:46.79,5,2
1745253239.893031,736,com.apple.Driver,02:52:24,8,6
